1456286670698;00070e15e66dbb55c789037fc39d399a;2016-02-24 00:00:00;57920;59898;1
1456286489874;0d34fdffd9c2261e722123a3a29d41d9;2016-02-24 00:00:00;52801;62847;1
1456286556904;0d34fdffd9c2261e722123a3a29d41d9;2016-02-24 00:00:00;52801;62847;1
1456278768232;45b10c3c 2b8100ab5096a36ee0aba0ce;2016-02-24 00:00:00;54501;32472;1
1456286518272;efa292504e291d1b0d2e39d30a8bdd61;2016-02-24 00:00:00;52501;38715;1
1456286427691;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286462676;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286492769;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286532768;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286562809;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286592847;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286628073;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286662923;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286692952;681ebda497b27f4a5d98ee83c63f759d;2016-02-24 00:00:00;52901;60109;1
1456286467191;76c85968ad4243b8c9d120f58aeda547;2016-02-24 00:00:00;56120;13294;1
1456286672872;76c85968ad4243b8c9d120f58aeda547;2016-02-24 00:00:00;56120;13294;1
1456286672907;76c85968ad4243b8c9d120f58aeda547;2016-02-24 00:00:00;56120;13294;1
1456286412765;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286422745;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
145628644 5987;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286453359;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286480553;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286514453;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286548383;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286582303;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286616272;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286650130;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286665570;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286684122;f825db548537965cee90c8e35edb7b14;2016-02-24 00:00:00;53203;52659;1
1456286653592;d021a3ad8332d71fe61f5b46c2ded329;2016-02-24 00:00:00;52301;15040;1
1456286666994;48faf7b8011d5e0bca5b6423b0ddfc24;2016-02-24 00:00:00;56430;30669;1
1456286667154;48faf7b8011d5e0bca5b6423b0ddfc24;2016-02-24 00:00:00;56430;30669;1
1456286403917;0c966a06e5dfecb789a5a2b6c0c793f3;2016-02-24 00:00:00;57060;43252;1
1456286476660;07a66654d1a82363fc34ec4bd3d50a7f;2016-02-24 00:00:00;58060;49312;1
1456286539464;f4f42477fbd5e7e34921a24c5baeece5;2016-02-24 00:00:00;58150;33600;1
1456286539586;f4f42477fbd5e7e34921a24c5baeece5;2016-02-24 00:00:00;58150;33600;1
1456286411533;e07cb5c17653bed4fb324932cc87225e;2016-02-24 00:00:00;52901;60047;1
1456286429538;e07cb5c17653bed4fb324932cc87225e;2016-02-24 00:00:00;52901;60047;1
1456286480434;e07cb5c17653bed4fb324932cc87225e;2016-02-24 00:00:00;52901;60047;1
1456286498719;e07cb5c17653bed4fb324932cc87225e;2016-02-24 00:00:00;52901;60047;1
